Index,Property,Unit,Sq Ft,Bed Rooms,Program,Contract No.,Market Rent,Gross Rent,Contract Rent,RD Basic Rent,Subsidy,Tenant Rent,Utility Allowance,Optional Charges,TTP,Utility Reim.
239,50 Penn Housing Development Corporation  (50penn),3CC     ,721,2,Tax Credit,,1777,1392,0,0,0,1262,130,0,1392,0
240,50 Penn Housing Development Corporation  (50penn),3D      ,504,1,,,2021,769,0,0,0,769,0,0,0,0
241,50 Penn Housing Development Corporation  (50penn),3DD     ,356,0,,,1397,440,0,0,0,440,0,0,0,0
242,50 Penn Housing Development Corporation  (50penn),3E      ,396,0,Tax Credit,,1397,1335,0,0,788,461,86,0,547,0
243,50 Penn Housing Development Corporation  (50penn),3EE     ,357,0,,,903,184,0,0,0,184,0,0,0,0
244,50 Penn Housing Development Corporation  (50penn),3F      ,723,2,Tax Credit,,1459,1157,0,0,0,1027,130,0,1157,0
245,50 Penn Housing Development Corporation  (50penn),3FF     ,723,2,Tax Credit,,2413,1861,0,0,0,1731,130,0,1861,0
246,50 Penn Housing Development Corporation  (50penn),3G      ,502,1,,,1491,1071.68,0,0,0,1071.68,0,0,0,0
247,50 Penn Housing Development Corporation  (50penn),3GG     ,502,1,,,2021,350,0,0,0,350,0,0,0,0
248,50 Penn Housing Development Corporation  (50penn),3H      ,507,1,Tax Credit,,961,750,0,0,0,652,98,0,750,0
249,50 Penn Housing Development Corporation  (50penn),3J      ,356,0,,,1892,330.4,0,0,0,330.4,0,0,0,0
250,50 Penn Housing Development Corporation  (50penn),3K      ,580,1,,,1491,486.15,0,0,0,486.15,98,0,0,0
251,50 Penn Housing Development Corporation  (50penn),3L      ,530,1,,,1491,411,0,0,0,411,0,0,0,0
252,50 Penn Housing Development Corporation  (50penn),3M      ,365,0,Tax Credit,,903,597,0,0,0,511,86,0,597,0
253,50 Penn Housing Development Corporation  (50penn),3N      ,363,0,,,1892,490,0,0,0,490,0,0,0,0
254,50 Penn Housing Development Corporation  (50penn),3P      ,363,0,,,1397,409,0,0,0,409,0,0,0,0
255,50 Penn Housing Development Corporation  (50penn),3Q      ,950,3,Tax Credit,,2041,1613,0,0,0,1451,162,0,1613,0
256,50 Penn Housing Development Corporation  (50penn),3R      ,726,2,Tax Credit,,824,687,0,0,0,557,130,0,687,0
257,50 Penn Housing Development Corporation  (50penn),3S      ,359,0,Tax Credit,,1397,1348,0,0,1076,186,86,0,272,0
258,50 Penn Housing Development Corporation  (50penn),3T      ,924,3,Tax Credit,,2776,2243,0,0,1162.45,918.55,162,0,1080.55,0
259,50 Penn Housing Development Corporation  (50penn),3U      ,503,1,,,1226,848,0,0,0,848,0,0,0,0
260,50 Penn Housing Development Corporation  (50penn),3V      ,985,3,Tax Credit,,2776,2155,0,0,0,1993,162,0,2155,0
261,50 Penn Housing Development Corporation  (50penn),3W      ,504,1,,,1491,0,0,0,0,0,0,0,0,0
262,50 Penn Housing Development Corporation  (50penn),3X      ,595,1,Tax Credit,,961,750,0,0,0,652,98,0,750,0
263,50 Penn Housing Development Corporation  (50penn),3Y      ,506,1,Tax Credit,,961,750,0,0,0,652,98,0,750,0
264,50 Penn Housing Development Corporation  (50penn),3Z      ,504,1,,,1491,227,0,0,0,227,0,0,0,0
265,50 Penn Housing Development Corporation  (50penn),4A      ,502,1,,,1491,132.3,0,0,0,132.3,0,0,0,0
266,50 Penn Housing Development Corporation  (50penn),4AA     ,721,2,Tax Credit,,1777,2527,0,0,1636.5,760.5,130,0,890.5,0
267,50 Penn Housing Development Corporation  (50penn),4B      ,505,1,,,2021,1506.75,0,0,0,1506.75,0,0,0,0
268,50 Penn Housing Development Corporation  (50penn),4BB     ,721,2,,,1142,831.6,0,0,0,831.6,0,0,0,0
269,50 Penn Housing Development Corporation  (50penn),4C      ,504,1,Tax Credit,,696,554,0,0,0,456,98,0,554,0
270,50 Penn Housing Development Corporation  (50penn),4CC     ,721,2,Tax Credit,,1777,1392,0,0,0,1262,130,0,1392,0
271,50 Penn Housing Development Corporation  (50penn),4D      ,494,1,,,1491,1095.15,0,0,0,1095.15,0,0,0,0
272,50 Penn Housing Development Corporation  (50penn),4DD     ,356,0,Tax Credit,,1397,1348,0,0,999,263,86,0,349,0
273,50 Penn Housing Development Corporation  (50penn),4E      ,396,0,Tax Credit,,1397,910,0,0,0,824,86,0,910,0
274,50 Penn Housing Development Corporation  (50penn),4EE     ,357,0,Tax Credit,,1150,753,0,0,0,667,86,0,753,0
275,50 Penn Housing Development Corporation  (50penn),4F      ,723,2,Tax Credit,,1459,1157,0,0,0,1027,130,0,1157,0
276,50 Penn Housing Development Corporation  (50penn),4FF     ,723,2,Tax Credit,,1777,1392,0,0,0,1262,130,0,1392,0
277,50 Penn Housing Development Corporation  (50penn),4G      ,502,1,Tax Credit,,1226,946,0,0,0,848,98,0,946,0
278,50 Penn Housing Development Corporation  (50penn),4GG     ,502,1,Tax Credit,,696,554,0,0,0,456,98,0,554,0
279,50 Penn Housing Development Corporation  (50penn),4H      ,507,1,Tax Credit,,961,750,0,0,0,652,98,0,750,0
280,50 Penn Housing Development Corporation  (50penn),4J      ,356,0,Tax Credit,,1150,753,0,0,0,667,86,0,753,0
281,50 Penn Housing Development Corporation  (50penn),4K      ,580,1,Tax Credit,,1491,1141,0,0,0,1043,98,0,1141,0
282,50 Penn Housing Development Corporation  (50penn),4L      ,530,1,Tax Credit,,1226,946,0,0,0,848,98,0,946,0
283,50 Penn Housing Development Corporation  (50penn),4M      ,365,0,Tax Credit,,655,600,0,0,325,189,86,0,275,0
284,50 Penn Housing Development Corporation  (50penn),4N      ,363,0,,,1397,176,0,0,0,176,0,0,0,0
285,50 Penn Housing Development Corporation  (50penn),4P      ,363,0,Tax Credit,,1892,1223,0,0,0,1137,86,0,1223,0
286,50 Penn Housing Development Corporation  (50penn),4Q      ,950,3,Tax Credit,,2041,1613,0,0,0,1451,162,0,1613,0
287,50 Penn Housing Development Corporation  (50penn),4R      ,726,2,Tax Credit,,2413,1861,0,0,0,1731,130,0,1861,0
288,50 Penn Housing Development Corporation  (50penn),4S      ,359,0,Tax Credit,,1397,1348,0,0,1073,189,86,0,275,0
289,50 Penn Housing Development Corporation  (50penn),4T      ,924,3,Tax Credit,,2041,1613,0,0,0,1451,162,0,1613,0
290,50 Penn Housing Development Corporation  (50penn),4U      ,503,1,Tax Credit,,1491,1674,0,0,1306,270,98,0,368,0
291,50 Penn Housing Development Corporation  (50penn),4V      ,985,3,,,2776,613,0,0,0,613,0,0,0,0
292,50 Penn Housing Development Corporation  (50penn),4W      ,504,1,Tax Credit,,1491,1689,0,0,1383,208,98,0,306,0
293,50 Penn Housing Development Corporation  (50penn),4X      ,595,1,Tax Credit,,961,735,0,0,0,652,83,0,735,0
294,50 Penn Housing Development Corporation  (50penn),4Y      ,506,1,Tax Credit,,961,750,0,0,0,652,98,0,750,0
295,50 Penn Housing Development Corporation  (50penn),4Z      ,504,1,Tax Credit,,2021,2218,0,0,1859,261,98,0,359,0
296,50 Penn Housing Development Corporation  (50penn),5A      ,502,1,,,696,456,0,0,0,456,0,0,0,0
297,50 Penn Housing Development Corporation  (50penn),5AA     ,721,2,Tax Credit,,1777,1392,0,0,0,1262,130,0,1392,0
298,50 Penn Housing Development Corporation  (50penn),5B      ,505,1,Tax Credit,,1491,1141,0,0,0,1043,98,0,1141,0
299,50 Penn Housing Development Corporation  (50penn),5BB     ,721,2,Tax Credit,,1142,922,0,0,0,792,130,0,922,0
300,50 Penn Housing Development Corporation  (50penn),5C      ,504,1,Tax Credit,,1599,1689,0,0,1564,27,98,0,125,0
301,50 Penn Housing Development Corporation  (50penn),5CC     ,721,2,Tax Credit,,1459,1157,0,0,0,1027,130,0,1157,0
302,50 Penn Housing Development Corporation  (50penn),5D      ,494,1,Tax Credit,,1226,2191,0,0,2055,38,98,0,136,0
303,50 Penn Housing Development Corporation  (50penn),5DD     ,356,0,,,1397,182,0,0,0,182,0,0,0,0
304,50 Penn Housing Development Corporation  (50penn),5E      ,396,0,,,1397,24,0,0,0,24,86,0,0,0
305,50 Penn Housing Development Corporation  (50penn),5EE     ,357,0,Tax Credit,,903,738,0,0,0,652,86,0,738,0
306,50 Penn Housing Development Corporation  (50penn),5F      ,723,2,,,824,557,0,0,0,557,0,0,0,0
307,50 Penn Housing Development Corporation  (50penn),5FF     ,723,2,Tax Credit,,2413,1861,0,0,0,1731,130,0,1861,0
308,50 Penn Housing Development Corporation  (50penn),5G      ,502,1,Tax Credit,,2021,1533,0,0,0,1435,98,0,1533,0
309,50 Penn Housing Development Corporation  (50penn),5GG     ,502,1,,,2021,6,0,0,0,6,0,0,0,0
310,50 Penn Housing Development Corporation  (50penn),5H      ,507,1,Tax Credit,,961,735,0,0,0,652,83,0,735,0
311,50 Penn Housing Development Corporation  (50penn),5J      ,356,0,,,1397,0,0,0,0,0,0,0,0,0
312,50 Penn Housing Development Corporation  (50penn),5K      ,580,1,Tax Credit,,696,554,0,0,0,456,98,0,554,0
313,50 Penn Housing Development Corporation  (50penn),5L      ,530,1,Tax Credit,,1491,1141,0,0,0,1043,98,0,1141,0
314,50 Penn Housing Development Corporation  (50penn),5M      ,365,0,,,903,511,0,0,0,511,0,0,0,0
315,50 Penn Housing Development Corporation  (50penn),5N      ,363,0,Tax Credit,,1892,1223,0,0,0,1137,86,0,1223,0
316,50 Penn Housing Development Corporation  (50penn),5P      ,363,0,,,1397,325.5,0,0,0,325.5,0,0,0,0
317,50 Penn Housing Development Corporation  (50penn),5Q      ,950,3,Tax Credit,,2041,1587,0,0,0,1451,136,0,1587,0
318,50 Penn Housing Development Corporation  (50penn),5R      ,726,2,Tax Credit,,1777,1392,0,0,0,1262,130,0,1392,0
319,50 Penn Housing Development Corporation  (50penn),5S      ,359,0,,,1397,156,0,0,0,156,86,0,0,0
320,50 Penn Housing Development Corporation  (50penn),5T      ,924,3,,,2776,582,0,0,0,582,0,0,0,0
321,50 Penn Housing Development Corporation  (50penn),5U      ,503,1,Tax Credit,,961,750,0,0,0,652,98,0,750,0
322,50 Penn Housing Development Corporation  (50penn),5V      ,985,3,Tax Credit,,1674,1341,0,0,0,1179,162,0,1341,0
323,50 Penn Housing Development Corporation  (50penn),5W      ,504,1,Tax Credit,,2021,1533,0,0,0,1435,98,0,1533,0
324,50 Penn Housing Development Corporation  (50penn),5X      ,595,1,Tax Credit,,1226,946,0,0,0,848,98,0,946,0
325,50 Penn Housing Development Corporation  (50penn),5Y      ,506,1,Tax Credit,,696,554,0,0,0,456,98,0,554,0
326,50 Penn Housing Development Corporation  (50penn),5Z      ,504,1,,,1491,221.99,0,0,0,221.99,0,0,0,0
327,50 Penn Housing Development Corporation  (50penn),6A      ,502,1,,,1491,151,0,0,0,151,98,0,0,0
328,50 Penn Housing Development Corporation  (50penn),6AA     ,721,2,,,1777,1325.1,0,0,0,1325.1,0,0,0,0
329,50 Penn Housing Development Corporation  (50penn),6B      ,505,1,,,696,456,0,0,0,456,0,0,0,0
330,50 Penn Housing Development Corporation  (50penn),6BB     ,721,2,,,824,557,0,0,0,557,0,0,0,0
331,50 Penn Housing Development Corporation  (50penn),6C      ,504,1,Tax Credit,,2021,1533,0,0,0,1435,98,0,1533,0
332,50 Penn Housing Development Corporation  (50penn),6CC     ,721,2,Tax Credit,,2413,1861,0,0,0,1731,130,0,1861,0
333,50 Penn Housing Development Corporation  (50penn),6D      ,494,1,Tax Credit,,1491,1141,0,0,0,1043,98,0,1141,0
334,50 Penn Housing Development Corporation  (50penn),6DD     ,356,0,Tax Credit,,1150,753,0,0,0,667,86,0,753,0
335,50 Penn Housing Development Corporation  (50penn),6E      ,396,0,,,1150,667,0,0,0,667,0,0,0,0
336,50 Penn Housing Development Corporation  (50penn),6EE     ,357,0,,,1397,183,0,0,0,183,0,0,0,0
337,50 Penn Housing Development Corporation  (50penn),6F      ,723,2,Tax Credit,,1459,1157,0,0,0,1027,130,0,1157,0
338,50 Penn Housing Development Corporation  (50penn),6FF     ,723,2,Tax Credit,,1777,1392,0,0,0,1262,130,0,1392,0
339,50 Penn Housing Development Corporation  (50penn),6G      ,502,1,Tax Credit,,1226,946,0,0,0,848,98,0,946,0
340,50 Penn Housing Development Corporation  (50penn),6GG     ,502,1,,,696,456,0,0,0,456,0,0,0,0
341,50 Penn Housing Development Corporation  (50penn),6H      ,507,1,Tax Credit,,961,750,0,0,0,652,98,0,750,0
342,50 Penn Housing Development Corporation  (50penn),6J      ,356,0,,,1892,129,0,0,0,129,0,0,0,0
343,50 Penn Housing Development Corporation  (50penn),6K      ,580,1,,,1491,183.79,0,0,0,183.79,0,0,0,0
344,50 Penn Housing Development Corporation  (50penn),6L      ,530,1,,,961,605.85,0,0,0,605.85,0,0,0,0
345,50 Penn Housing Development Corporation  (50penn),6M      ,365,0,Tax Credit,,903,597,0,0,0,511,86,0,597,0
346,50 Penn Housing Development Corporation  (50penn),6N      ,363,0,,,1892,317,0,0,0,317,0,0,0,0
347,50 Penn Housing Development Corporation  (50penn),6P      ,363,0,,,1397,76,0,0,0,76,0,0,0,0
348,50 Penn Housing Development Corporation  (50penn),6Q      ,950,3,Tax Credit,,1307,1070,0,0,0,908,162,0,1070,0
349,50 Penn Housing Development Corporation  (50penn),6R      ,726,2,Tax Credit,,1777,1392,0,0,0,1262,130,0,1392,0
350,50 Penn Housing Development Corporation  (50penn),6S      ,359,0,Tax Credit,,1397,2426,0,0,1078,1262,86,0,1348,0
351,50 Penn Housing Development Corporation  (50penn),6T      ,924,3,Tax Credit,,2776,3193,0,0,2290,741,162,0,903,0
352,50 Penn Housing Development Corporation  (50penn),6U      ,503,1,,,1491,28.35,0,0,0,28.35,98,0,0,0
353,50 Penn Housing Development Corporation  (50penn),6V      ,985,3,Tax Credit,,1674,1341,0,0,0,1179,162,0,1341,0
354,50 Penn Housing Development Corporation  (50penn),6W      ,504,1,Tax Credit,,2021,1533,0,0,0,1435,98,0,1533,0
355,50 Penn Housing Development Corporation  (50penn),6X      ,595,1,Tax Credit,,961,750,0,0,0,652,98,0,750,0
356,50 Penn Housing Development Corporation  (50penn),6Y      ,503,1,Tax Credit,,1226,946,0,0,0,848,98,0,946,0
357,50 Penn Housing Development Corporation  (50penn),6Z      ,504,1,,,2021,1506.75,0,0,0,1506.75,0,0,0,0
358,50 Penn Housing Development Corporation  (50penn),7A      ,502,1,Tax Credit,,1491,1141,0,0,0,1043,98,0,1141,0
359,50 Penn Housing Development Corporation  (50penn),7AA     ,721,2,Tax Credit,,1459,1157,0,0,0,1027,130,0,1157,0
360,50 Penn Housing Development Corporation  (50penn),7B      ,505,1,Tax Credit,,1491,1141,0,0,0,1043,98,0,1141,0
361,50 Penn Housing Development Corporation  (50penn),7BB     ,721,2,Tax Credit,,1142,922,0,0,0,792,130,0,922,0
362,50 Penn Housing Development Corporation  (50penn),7C      ,504,1,Tax Credit,,1491,1689,0,0,1292,299,98,0,397,0
363,50 Penn Housing Development Corporation  (50penn),7CC     ,721,2,,,824,575.1,0,0,0,575.1,130,0,0,0
364,50 Penn Housing Development Corporation  (50penn),7D      ,494,1,Tax Credit,,1226,946,0,0,0,848,98,0,946,0
365,50 Penn Housing Development Corporation  (50penn),7DD     ,356,0,,,1397,0,0,0,0,0,0,0,0,0
366,50 Penn Housing Development Corporation  (50penn),7E      ,396,0,Tax Credit,,903,597,0,0,0,511,86,0,597,0
367,50 Penn Housing Development Corporation  (50penn),7EE     ,357,0,,,655,129,0,0,0,129,0,0,0,0
368,50 Penn Housing Development Corporation  (50penn),7F      ,723,2,,,1777,635,0,0,0,635,0,0,0,0
369,50 Penn Housing Development Corporation  (50penn),7FF     ,721,2,,,1459,1027,0,0,0,1027,0,0,0,0
370,50 Penn Housing Development Corporation  (50penn),7G      ,502,1,Tax Credit,,2021,2120,0,0,2003,117,0,0,117,0
371,50 Penn Housing Development Corporation  (50penn),7GG     ,502,1,,,2021,1435,0,0,0,1435,0,0,0,0
372,50 Penn Housing Development Corporation  (50penn),7H      ,507,1,Tax Credit,,961,750,0,0,0,652,98,0,750,0
373,50 Penn Housing Development Corporation  (50penn),7J      ,356,0,,,1397,850.78,0,0,0,850.78,0,0,0,0
374,50 Penn Housing Development Corporation  (50penn),7K      ,580,1,,,1491,171,0,0,0,171,0,0,0,0
375,50 Penn Housing Development Corporation  (50penn),7L      ,530,1,Tax Credit,,1491,1141,0,0,0,1043,98,0,1141,0
376,50 Penn Housing Development Corporation  (50penn),7M      ,365,0,Tax Credit,,903,597,0,0,0,511,86,0,597,0
377,50 Penn Housing Development Corporation  (50penn),7N      ,363,0,Tax Credit,,1397,1360,0,0,1008,254,98,0,352,0
378,50 Penn Housing Development Corporation  (50penn),7P      ,363,0,Tax Credit,,1892,2002,0,0,1807,109,86,0,195,0
379,50 Penn Housing Development Corporation  (50penn),7Q      ,950,3,Tax Credit,,1307,1070,0,0,0,908,162,0,1070,0
380,50 Penn Housing Development Corporation  (50penn),7R      ,726,2,Tax Credit,,2413,1861,0,0,0,1731,130,0,1861,0
381,50 Penn Housing Development Corporation  (50penn),7S      ,359,0,Tax Credit,,1397,1335,0,0,969,280,86,0,366,0
382,50 Penn Housing Development Corporation  (50penn),7T      ,924,3,Tax Credit,,1674,1341,0,0,0,1179,162,0,1341,0
383,50 Penn Housing Development Corporation  (50penn),7U      ,503,1,Tax Credit,,1491,1689,0,0,1393,198,98,0,296,0
384,50 Penn Housing Development Corporation  (50penn),7V      ,985,3,Tax Credit,,940,2379,0,0,2217,0,162,0,162,0
385,50 Penn Housing Development Corporation  (50penn),7W      ,504,1,Tax Credit,,2021,1533,0,0,0,1435,98,0,1533,0
386,50 Penn Housing Development Corporation  (50penn),7X      ,595,1,Tax Credit,,961,750,0,0,0,652,98,0,750,0
387,50 Penn Housing Development Corporation  (50penn),7Y      ,506,1,,,1491,584,0,0,0,584,0,0,0,0
388,50 Penn Housing Development Corporation  (50penn),7Z      ,504,1,Tax Credit,,1491,1141,0,0,0,1043,98,0,1141,0
389,50 Penn Housing Development Corporation  (50penn),8A      ,502,1,Tax Credit,,961,738,0,0,386.9,265.1,86,0,351.1,0
390,50 Penn Housing Development Corporation  (50penn),8AA     ,721,2,Tax Credit,,2413,2527,0,0,2377,20,130,0,150,0
391,50 Penn Housing Development Corporation  (50penn),8B      ,505,1,Tax Credit,,1491,1674,0,0,1350,241,83,0,324,0
392,50 Penn Housing Development Corporation  (50penn),8BB     ,723,2,Tax Credit,,1777,1392,0,0,0,1262,130,0,1392,0
393,50 Penn Housing Development Corporation  (50penn),8C      ,504,1,Tax Credit,,2021,1533,0,0,0,1435,98,0,1533,0
394,50 Penn Housing Development Corporation  (50penn),8CC     ,726,2,Tax Credit,,1142,922,0,0,0,792,130,0,922,0
395,50 Penn Housing Development Corporation  (50penn),8D      ,494,1,Tax Credit,,1491,1141,0,0,0,1043,98,0,1141,0
396,50 Penn Housing Development Corporation  (50penn),8E      ,396,0,Tax Credit,,655,2002,0,0,1878,38,86,0,124,0
397,50 Penn Housing Development Corporation  (50penn),8F      ,723,2,Tax Credit,,1142,922,0,0,0,792,130,0,922,0
398,50 Penn Housing Development Corporation  (50penn),8FF     ,729,2,Tax Credit,,1777,1392,0,0,0,1262,130,0,1392,0
399,50 Penn Housing Development Corporation  (50penn),8G      ,502,1,Tax Credit,,1226,946,0,0,0,848,98,0,946,0
400,50 Penn Housing Development Corporation  (50penn),8GG     ,502,1,Tax Credit,,1491,1141,0,0,0,1043,98,0,1141,0
401,50 Penn Housing Development Corporation  (50penn),8H      ,507,1,Tax Credit,,1491,1141,0,0,0,1043,98,0,1141,0
402,50 Penn Housing Development Corporation  (50penn),8J      ,356,0,Tax Credit,,1150,753,0,0,0,667,86,0,753,0
403,50 Penn Housing Development Corporation  (50penn),8K      ,700,2,Tax Credit,,1777,1392,0,0,0,1262,130,0,1392,0
404,50 Penn Housing Development Corporation  (50penn),8N      ,354,0,Tax Credit,,1892,2002,0,0,1878,38,86,0,124,0
405,50 Penn Housing Development Corporation  (50penn),8P      ,354,0,Tax Credit,,1397,910,0,0,0,824,86,0,910,0
406,50 Penn Housing Development Corporation  (50penn),9A      ,502,1,Tax Credit,,961,750,0,0,0,652,98,0,750,0
407,50 Penn Housing Development Corporation  (50penn),9AA     ,721,2,Tax Credit,,1459,1157,0,0,0,1027,130,0,1157,0
408,50 Penn Housing Development Corporation  (50penn),9B      ,505,1,Tax Credit,,1491,1689,0,0,1300,291,98,0,389,0
409,50 Penn Housing Development Corporation  (50penn),9BB     ,721,2,Tax Credit,,2413,1861,0,0,0,1731,130,0,1861,0
410,50 Penn Housing Development Corporation  (50penn),9C      ,504,1,Tax Credit,,1226,946,0,0,0,848,98,0,946,0
411,50 Penn Housing Development Corporation  (50penn),9CC     ,726,2,Tax Credit,,824,687,0,0,0,557,130,0,687,0
412,50 Penn Housing Development Corporation  (50penn),9D      ,494,1,Tax Credit,,1491,1141,0,0,0,1043,98,0,1141,0
413,50 Penn Housing Development Corporation  (50penn),9E      ,396,0,,,1397,217.35,0,0,0,217.35,0,0,0,0
414,50 Penn Housing Development Corporation  (50penn),9F      ,723,2,Tax Credit,,1142,922,0,0,0,792,130,0,922,0
415,50 Penn Housing Development Corporation  (50penn),9FF     ,729,2,Tax Credit,,2413,1861,0,0,0,1731,130,0,1861,0
416,50 Penn Housing Development Corporation  (50penn),9G      ,502,1,Tax Credit,,1226,946,0,0,0,848,98,0,946,0
417,50 Penn Housing Development Corporation  (50penn),9GG     ,502,1,Tax Credit,,1226,946,0,0,0,848,98,0,946,0
418,50 Penn Housing Development Corporation  (50penn),9H      ,507,1,,,2021,1435,0,0,0,1435,0,0,0,0
419,50 Penn Housing Development Corporation  (50penn),9J      ,356,0,Tax Credit,,1892,2002,0,0,1409,507,86,0,593,0
420,50 Penn Housing Development Corporation  (50penn),9K      ,762,2,Tax Credit,,1777,1392,0,0,0,1262,130,0,1392,0
421,50 Penn Housing Development Corporation  (50penn),9N      ,354,0,Tax Credit,,1150,2002,0,0,1311,605,86,0,691,0
422,50 Penn Housing Development Corporation  (50penn),9P      ,354,0,,,1892,0,0,0,0,0,0,0,0,0
423,640 Broadway HDFC (640broad),640-1A  ,0,3,,,1204.38,1277.24,0,0,0,1277.24,0,0,0,0
424,640 Broadway HDFC (640broad),640-2A  ,0,2,,,660.96,660.96,0,0,0,660.96,0,0,0,0
425,640 Broadway HDFC (640broad),640-2B  ,0,3,,,743,775.02,0,0,0,775.02,0,0,0,0
426,640 Broadway HDFC (640broad),640-3A  ,0,2,,,1022,1068.5,0,0,0,1068.5,0,0,0,0
427,640 Broadway HDFC (640broad),640-3B  ,0,3,,,1649,281.84,0,0,0,281.84,0,0,0,0
428,640 Broadway HDFC (640broad),640-4A  ,0,3,,,1649,1681.98,0,0,0,1681.98,0,0,0,0
429,640 Broadway HDFC (640broad),640-4B  ,0,4,,,1317,1343.34,0,0,0,1343.34,0,0,0,0
430,JOE RB Harman Street LLC. (73linden),1,0,2,,,1208.95,1321.45,0,0,0,1321.45,0,0,0,0
431,JOE RB Harman Street LLC. (73linden),10,0,3,,,692.72,178,0,0,0,178,0,0,0,0
432,JOE RB Harman Street LLC. (73linden),11,0,1,,,805.59,486,0,0,0,486,0,0,0,0
433,JOE RB Harman Street LLC. (73linden),12,0,2,,,985.09,0,0,0,0,0,0,0,0,0
434,JOE RB Harman Street LLC. (73linden),2,0,1,,,849.97,178,0,0,0,178,0,0,0,0
435,JOE RB Harman Street LLC. (73linden),3,0,2,,,498.2,405,0,0,0,405,0,0,0,0
436,JOE RB Harman Street LLC. (73linden),4,0,3,,,596.26,638.96,0,0,0,638.96,0,0,0,0
437,JOE RB Harman Street LLC. (73linden),5,0,1,,,1223.11,184,0,0,0,184,0,0,0,0
438,JOE RB Harman Street LLC. (73linden),6,0,2,,,875.71,184,0,0,0,184,0,0,0,0
439,JOE RB Harman Street LLC. (73linden),7,0,3,,,1493.53,1636.79,0,0,0,1636.79,0,0,0,0
440,JOE RB Harman Street LLC. (73linden),8,0,1,,,1212.78,1503.81,0,0,0,1503.81,0,0,0,0
441,JOE RB Harman Street LLC. (73linden),9,0,2,,,657.09,704.16,0,0,0,704.16,0,0,0,0
442,Casa Pasiva LLC  (75casa),1,532,2,,,394,0,0,0,0,0,0,0,0,0
443,Casa Pasiva LLC  (75casa),10,678,3,,,482,792.03,0,0,0,792.03,0,0,0,0
444,Casa Pasiva LLC  (75casa),11,405,1,,,766.66,187,0,0,0,187,0,0,0,0
445,Casa Pasiva LLC  (75casa),12,546,2,,,394.9,418.79,0,0,0,418.79,0,0,0,0
446,Casa Pasiva LLC  (75casa),2,414,1,,,689.55,689.55,0,0,0,689.55,0,0,0,0
447,Casa Pasiva LLC  (75casa),3,524,2,,,1200,192,0,0,0,192,0,0,0,0
448,Casa Pasiva LLC  (75casa),4,678,3,,,459.8,498.87,0,0,0,498.87,0,0,0,0
449,Casa Pasiva LLC  (75casa),5,405,1,,,705.09,781.77,0,0,0,781.77,0,0,0,0
450,Casa Pasiva LLC  (75casa),6,546,2,,,771.55,771.55,0,0,0,771.55,129,0,0,0
451,Casa Pasiva LLC  (75casa),7,678,3,,,418,443.29,0,0,0,443.29,0,0,0,0
452,Casa Pasiva LLC  (75casa),8,405,1,,,608.34,636.02,0,0,0,636.02,0,0,0,0
453,Casa Pasiva LLC  (75casa),9,546,2,,,525,525,0,0,0,525,0,0,0,0
454,857 Hart Street HDFC (857hart),1A      ,0,1,,,1426.61,0,1409,0,0,0,0,0,0,0
455,857 Hart Street HDFC (857hart),1B      ,0,2,,,909,0,0,0,0,0,0,0,0,0
456,857 Hart Street HDFC (857hart),2A      ,0,2,,,1085,1085,0,0,0,1085,0,0,0,0
457,857 Hart Street HDFC (857hart),2B      ,0,2,,,1280.3,1280.3,0,0,0,1280.3,0,0,0,0
458,857 Hart Street HDFC (857hart),3A      ,0,2,,,1085,1085,0,0,0,1085,0,0,0,0
459,857 Hart Street HDFC (857hart),3B      ,0,2,,,671.38,744.4,0,0,0,744.4,0,0,0,0
460,924 Hart Street HDFC (924hart),1L      ,0,2,,,945.31,1008.08,0,0,0,1008.08,0,0,0,0
461,924 Hart Street HDFC (924hart),1R      ,0,2,,,405,405,0,0,0,405,0,0,0,0
462,924 Hart Street HDFC (924hart),2L      ,0,2,,,405,328,0,0,0,328,0,0,0,0
463,924 Hart Street HDFC (924hart),2R      ,0,2,,,505,505,0,0,0,505,0,0,0,0
464,924 Hart Street HDFC (924hart),3L      ,0,2,,,405,405,0,0,0,405,0,0,0,0
