Name,City,Country,IATA,ICAO,Latitude,Longitude
Waiouru Airport,Waiouru,New Zealand,\N,NZRU,-39.44639969,175.6580048
South Pole Station Airport,Stephen's Island,Antarctica,\N,NZSP,-90,0
Tauranga Airport,Tauranga,New Zealand,TRG,NZTG,-37.6719017,176.1959991
Timaru Airport,Timaru,New Zealand,TIU,NZTU,-44.30279922,171.2250061
Pukaki Airport,Pukaki,New Zealand,TWZ,NZUK,-44.23500061,170.1179962
Woodbourne Airport,Woodbourne,New Zealand,BHE,NZWB,-41.5182991,173.8699951
Williams Field,Weydon,Antarctica,\N,NZWD,-77.86740112,167.0570068
Wanaka Airport,Wanaka,New Zealand,WKA,NZWF,-44.72219849,169.2460022
Wigram Airport,Wigram,New Zealand,\N,NZWG,-43.55110168,172.5529938
Whakatane Airport,Whakatane,New Zealand,WHK,NZWK,-37.92060089,176.9140015
Wellington International Airport,Wellington,New Zealand,WLG,NZWN,-41.32720184,174.8049927
Wairoa Airport,Wairoa,New Zealand,WIR,NZWO,-39.00690079,177.4069977
RNZAF Base Auckland-Whenuapai,Whenuapai,New Zealand,\N,NZWP,-36.78779984,174.6300049
Whangarei Airport,Whangarei,New Zealand,WRE,NZWR,-35.7682991,174.3650055
Westport Airport,Westport,New Zealand,WSZ,NZWS,-41.73809814,171.5809937
Wanganui Airport,Wanganui,New Zealand,WAG,NZWU,-39.96220016,175.0249939
Herat Airport,Herat,Afghanistan,HEA,OAHR,34.20999908,62.22829819
Jalalabad Airport,Jalalabad,Afghanistan,JAA,OAJL,34.39979935,70.49859619
Hamid Karzai International Airport,Kabul,Afghanistan,KBL,OAKB,34.565899,69.212303
Kandahar Airport,Kandahar,Afghanistan,KDH,OAKN,31.50580025,65.84780121
Maimana Airport,Maimama,Afghanistan,MMZ,OAMN,35.93080139,64.7609024
Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,OAMS,36.70690155,67.20970154
Shindand Airport,Shindand,Afghanistan,OAH,OASD,33.3913002,62.26100159
Sheberghan Airport,Sheberghan,Afghanistan,\N,OASG,36.75080109,65.91320038
Konduz Airport,Kunduz,Afghanistan,UND,OAUZ,36.6651001,68.91079712
Bahrain International Airport,Bahrain,Bahrain,BAH,OBBI,26.27079964,50.63359833
Sheik Isa Air Base,Bahrain,Bahrain,\N,OBBS,25.91839981,50.59059906
Abha Regional Airport,Abha,Saudi Arabia,AHB,OEAB,18.24040031,42.65660095
Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF,OEAH,25.2852993,49.48519897
Al Baha Airport,El-baha,Saudi Arabia,ABT,OEBA,20.29610062,41.63430023
Bisha Airport,Bisha,Saudi Arabia,BHH,OEBH,19.9843998,42.6208992
Abqaiq Airport,Abqaiq,Saudi Arabia,\N,OEBQ,25.91130066,49.59120178
King Fahd International Airport,Dammam,Saudi Arabia,DMM,OEDF,26.47120094,49.79790115
King Abdulaziz Air Base,Dhahran,Saudi Arabia,DHA,OEDR,26.26539993,50.15200043
Jizan Regional Airport,Gizan,Saudi Arabia,GIZ,OEGN,16.90110016,42.58580017
Gassim Airport,Gassim,Saudi Arabia,ELQ,OEGS,26.30279922,43.7743988
Gurayat Domestic Airport,Guriat,Saudi Arabia,URY,OEGT,31.412413,37.278898
Ha'il Airport,Hail,Saudi Arabia,HAS,OEHL,27.437901,41.686298
Jubail Airport,Jubail,Saudi Arabia,QJB,OEJB,27.03899956,49.40510178
King Faisal Naval Base,Jeddah,Saudi Arabia,\N,OEJF,21.34810066,39.17300034
King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,OEJN,21.6796,39.156502
King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,KMC,OEKK,27.9009,45.528198
Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,OEMA,24.5534,39.705101
Nejran Airport,Nejran,Saudi Arabia,EAM,OENG,17.6114006,44.4192009
Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI,OEPA,28.335199,46.125099
Pump Station 3 Airport,Petroline 3,Saudi Arabia,\N,OEPC,25.17449951,47.48839951
Pump Station 6 Airport,Petroline 6,Saudi Arabia,\N,OEPF,24.71030045,44.96450043
Pump Station 10 Airport,Petroline 10,Saudi Arabia,\N,OEPJ,24.1072998,41.0359993
Rabigh Airport,Rabigh,Saudi Arabia,\N,OERB,22.70260048,39.06980133
Rafha Domestic Airport,Rafha,Saudi Arabia,RAH,OERF,29.62639999,43.49060059
King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.95759964,46.69879913
Ras Mishab Airport,Rash Mishab,Saudi Arabia,\N,OERM,28.07959938,48.61100006
Arar Domestic Airport,Arar,Saudi Arabia,RAE,OERR,30.90660095,41.13819885
Ras Tanura Airport,Ras Tanura,Saudi Arabia,\N,OERT,26.72310066,50.03079987
Sharurah Airport,Sharurah,Saudi Arabia,SHW,OESH,17.46689987,47.12139893
Sulayel Airport,Sulayel,Saudi Arabia,SLF,OESL,20.4647007,45.61959839
Tabuk Airport,Tabuk,Saudi Arabia,TUU,OETB,28.3654,36.6189
Ta’if Regional Airport,Taif,Saudi Arabia,TIF,OETF,21.483001,40.543442
Thumamah Airport,Thumamah,Saudi Arabia,\N,OETH,25.21299934,46.64099884
Ras Tanajib Airport,Ras Tanajib,Saudi Arabia,\N,OETN,27.86779976,48.76910019
Turaif Domestic Airport,Turaif,Saudi Arabia,TUI,OETR,31.692188,38.731544
Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH,OEWJ,26.19860077,36.47639847
Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,YNB,OEYN,24.144199,38.0634
Abadan Airport,Abadan,Iran,ABD,OIAA,30.37109947,48.22829819
Dezful Airport,Dezful,Iran,DEF,OIAD,32.434399,48.397598
Aghajari Airport,Aghajari,Iran,AKW,OIAG,30.7444,49.6772
Gachsaran Airport,Gachsaran,Iran,GCH,OIAH,30.33760071,50.82799912
Shahid Asyaee Airport,Masjed Soleiman,Iran,\N,OIAI,32.00239944,49.270401
Omidiyeh Airport,Omidyeh,Iran,OMI,OIAJ,30.83519936,49.53490067
Mahshahr Airport,Bandar Mahshahr,Iran,MRX,OIAM,30.55620003,49.15190125
Ahwaz Airport,Ahwaz,Iran,AWZ,OIAW,31.33740044,48.76200104
Abu Musa Island Airport,Abumusa I.,Iran,AEU,OIBA,25.8757,55.033001
Bushehr Airport,Bushehr,Iran,BUZ,OIBB,28.94479942,50.83459854
Bastak Airport,Bastak,Iran,\N,OIBH,27.21269989,54.3185997
Asaloyeh Airport,Golbandi,Iran,\N,OIBI,27.4814,52.615501
Kish International Airport,Kish Island,Iran,KIH,OIBK,26.52619934,53.98020172
Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH,OIBL,26.53199959,54.82479858
Khark Island Airport,Khark Island,Iran,KHK,OIBQ,29.26029968,50.32389832
Sirri Island Airport,Siri Island,Iran,SXI,OIBS,25.90889931,54.53939819
Lavan Island Airport,Lavan Island,Iran,LVP,OIBV,26.81030083,53.35630035
Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH,OICC,34.34590149,47.15810013
Sanandaj Airport,Sanandaj,Iran,SDG,OICS,35.2458992,47.00920105
Hesa Airport,Daran,Iran,IFH,OIFE,32.92890167,51.56110001
Shahid Vatan Pour Air Base,Esfahan,Iran,\N,OIFH,32.56700134,51.6916008
Kashan Airport,Kashan,Iran,KKS,OIFK,33.895302,51.577
Esfahan Shahid Beheshti International Airport,Esfahan,Iran,IFN,OIFM,32.75080109,51.86130142
Badr Air Base,Sepah,Iran,\N,OIFP,32.62110138,51.6969986
Sardar-e-Jangal Airport,Rasht,Iran,RAS,OIGG,37.323333,49.617778
Arak Airport,Arak,Iran,AJK,OIHR,34.13809967,49.84730148
Ghazvin Azadi Airport,Abe-ali,Iran,\N,OIIA,35.95209885,50.45080185
Kushke Nosrat Airport,Kushke Nosrat,Iran,\N,OIIC,34.98400116,50.80619812
Doshan Tappeh Air Base,Teheran,Iran,\N,OIID,35.70299911,51.47510147
Ghale Morghi Airport,Teheran,Iran,\N,OIIG,35.64479828,51.38069916
Mehrabad International Airport,Teheran,Iran,THR,OIII,35.68920135,51.31340027
Qazvin Airport,Ghazvin,Iran,GZW,OIIK,36.240101,50.0471
Naja Airport,Khoram Dareh,Iran,\N,OIIM,35.77629852,50.88100052
Bandar Abbas International Airport,Bandar Abbas,Iran,BND,OIKB,27.21829987,56.37779999
Jiroft Airport,Jiroft,Iran,JYR,OIKJ,28.7269001,57.67029953
Kerman Airport,Kerman,Iran,KER,OIKK,30.27440071,56.9510994
Havadarya Airport,Bandar Abbas,Iran,HDR,OIKP,27.1583004,56.17250061
Dayrestan Airport,Gheshm I.,Iran,\N,OIKQ,26.75460052,55.90240097
Sirjan Airport,Sirjan,Iran,SYJ,OIKY,29.55089951,55.67269897
Birjand Airport,Birjand,Iran,XBJ,OIMB,32.89810181,59.26610184
Sarakhs Airport,Sarakhs,Iran,CKT,OIMC,36.50120163,61.06489944
Shahroud Airport,Emam Shahr,Iran,RUD,OIMJ,36.4253006,55.10419846
Tabas Airport,Tabas,Iran,TCX,OIMT,33.6678009,56.8927002
Kalaleh Airport,Kalaleh,Iran,KLM,OINE,37.38330078,55.45199966
Ramsar Airport,Ramsar,Iran,RZR,OINR,36.90990067,50.67959976
Fasa Airport,Fasa,Iran,FAZ,OISF,28.89179993,53.72330093
Jahrom Airport,Jahrom,Iran,JAR,OISJ,28.58670044,53.57910156
Lamerd Airport,Lamerd,Iran,LFM,OISR,27.37269974,53.18880081
Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ,OISS,29.53919983,52.58980179
Khoy Airport,Khoy,Iran,KHY,OITK,38.42750168,44.97359848
Tabriz International Airport,Tabriz,Iran,TBZ,OITT,38.13389969,46.23500061
Zanjan Airport,Zanjan,Iran,JWN,OITZ,36.77370071,48.3594017
Shahid Sadooghi Airport,Yazd,Iran,AZD,OIYY,31.9048996,54.2765007
Zabol Airport,Zabol,Iran,ACZ,OIZB,31.09830093,61.54389954
Konarak Airport,Chah Bahar,Iran,ZBR,OIZC,25.44330025,60.38209915
Zahedan International Airport,Zahedan,Iran,ZAH,OIZH,29.47570038,60.90620041
Iran Shahr Airport,Iran Shahr,Iran,IHR,OIZI,27.23609924,60.72000122
Saravan Airport,Saravan,Iran,\N,OIZS,27.41930008,62.31579971
Queen Alia International Airport,Amman,Jordan,AMM,OJAI,31.72260094,35.99319839
Amman-Marka International Airport,Amman,Jordan,ADJ,OJAM,31.97270012,35.99160004
Aqaba King Hussein International Airport,Aqaba,Jordan,AQJ,OJAQ,29.61160088,35.01810074
Prince Hassan Air Base,Hotel Four,Jordan,\N,OJHF,32.160702,37.149399
Jerusalem Airport,Jerusalem,West Bank,\N,OJJR,31.86470032,35.21920013
King Hussein Air College,Mafraq,Jordan,OMF,OJMF,32.3564,36.259201
Kuwait International Airport,Kuwait,Kuwait,KWI,OKBK,29.22660065,47.96889877
Beirut Rafic Hariri International Airport,Beirut,Lebanon,BEY,OLBA,33.82089996,35.48839951
Rene Mouawad Air Base,Kleiat,Lebanon,KYE,OLKA,34.58929825,36.01129913
Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.43300056,54.65110016
Bateen Airport,Abu Dhabi,United Arab Emirates,AZI,OMAD,24.42830086,54.45809937
Al Hamra Aux Airport,Al Hamra,United Arab Emirates,\N,OMAH,24.0739994,52.46360016
Jebel Dhana Airport,Jebel Dhana,United Arab Emirates,\N,OMAJ,24.18740082,52.61399841
Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,DHF,OMAM,24.24819946,54.54769897
Arzanah Airport,Arzana,United Arab Emirates,\N,OMAR,24.78050041,52.55989838
Das Island Airport,Das Island,United Arab Emirates,\N,OMAS,25.14620018,52.87369919
Zirku Airport,Zirku,United Arab Emirates,\N,OMAZ,24.86249161,53.07714081
Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25279999,55.36439896
Fujairah International Airport,Fujeirah,United Arab Emirates,FJR,OMFJ,25.11219978,56.32400131
Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,RKT,OMRK,25.6135006,55.93880081
Sharjah International Airport,Sharjah,United Arab Emirates,SHJ,OMSJ,25.32859993,55.51720047
Khasab Air Base,Khasab,Oman,KHS,OOKB,26.17099953,56.24060059
Masirah Air Base,Masirah,Oman,MSH,OOMA,20.67539978,58.89049911
Muscat International Airport,Muscat,Oman,MCT,OOMS,23.59329987,58.28440094
Salalah Airport,Salalah,Oman,SLL,OOSA,17.0387001,54.09130096
Thumrait Air Base,Thumrait,Oman,TTH,OOTH,17.66600037,54.02460098
Bhagatanwala Airport,Bhagtanwala,Pakistan,BHW,OPBG,32.05609894,72.9484024
Faisalabad International Airport,Faisalabad,Pakistan,LYP,OPFA,31.36499977,72.99479675
Gwadar International Airport,Gwadar,Pakistan,GWD,OPGD,25.23329926,62.32949829
Gilgit Airport,Gilgit,Pakistan,GIL,OPGT,35.91880035,74.33360291
Shahbaz Air Base,Jacobsbad,Pakistan,JAG,OPJA,28.28420067,68.4496994
Jinnah International Airport,Karachi,Pakistan,KHI,OPKC,24.9065,67.160797
Alama Iqbal International Airport,Lahore,Pakistan,LHE,OPLA,31.52160072,74.4036026
Walton Airport,Lahore,Pakistan,\N,OPLH,31.49480057,74.34619904
Mangla Airport,Mangla,Pakistan,XJM,OPMA,33.05009842,73.63839722
Muzaffarabad Airport,Muzaffarabad,Pakistan,MFG,OPMF,34.3390007,73.50859833
Mianwali Air Base,Mianwali,Pakistan,MWD,OPMI,32.56309891,71.5707016
Moenjodaro Airport,Moenjodaro,Pakistan,MJD,OPMJ,27.33519936,68.14309692
Masroor Air Base,Karachi,Pakistan,\N,OPMR,24.89360046,66.938797
Multan International Airport,Multan,Pakistan,MUX,OPMT,30.20319939,71.4190979
Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS,OPNH,26.2194,68.390099
Okara Cantonment Airstrip,Okara,Pakistan,\N,OPOK,30.74099922,73.35769653
Panjgur Airport,Panjgur,Pakistan,PJG,OPPG,26.9545002,64.13249969
Pasni Airport,Pasni,Pakistan,PSI,OPPI,25.29050064,63.3451004
Peshawar International Airport,Peshawar,Pakistan,PEW,OPPS,33.9939003,71.51460266
Qasim Airport,Qasim,Pakistan,\N,OPQS,33.56019974,73.03320313
Quetta International Airport,Quetta,Pakistan,UET,OPQT,30.25139999,66.93779755
Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,RYK,OPRK,28.38389969,70.27960205
Benazir Bhutto International Airport,Islamabad,Pakistan,\N,OPRN,33.616699,73.099197
Risalpur Air Base,Risalpur,Pakistan,\N,OPRS,34.08110046,71.97260284
Rawalakot Airport,Rawala Kot,Pakistan,RAZ,OPRT,33.84970093,73.79810333
Sukkur Airport,Sukkur,Pakistan,SKZ,OPSK,27.72200012,68.79170227
Saidu Sharif Airport,Saidu Sharif,Pakistan,SDT,OPSS,34.81359863,72.35279846
Sui Airport,Sui,Pakistan,SUL,OPSU,28.64509964,69.17690277
Talhar Airport,Talhar,Pakistan,BDN,OPTH,24.84149933,68.83840179
Wana Airport,Wana,Pakistan,WAF,OPWN,32.30469894,69.57039642
Zhob Airport,Zhob,Pakistan,PZH,OPZB,31.35840034,69.46360016
Basrah International Airport,Basrah,Iraq,BSR,ORMM,30.54910088,47.66210175
Aleppo International Airport,Aleppo,Syria,ALP,OSAP,36.18069839,37.22439957
Damascus International Airport,Damascus,Syria,DAM,OSDI,33.41149902,36.5155983
Deir ez-Zor Air Base,Deire Zor,Syria,DEZ,OSDZ,35.2854,40.175999
Bassel Al-Assad International Airport,Latakia,Syria,LTK,OSLK,35.40110016,35.94869995
Palmyra Airport,Palmyra,Syria,PMS,OSPR,34.5574,38.316898
Doha International Airport,Doha,Qatar,DIA,OTBD,25.261101,51.565102
Canton Island Airport,Canton Island,Kiribati,CIS,PCIS,-2.76812005,-171.7100067
Rota International Airport,Rota,Northern Mariana Islands,ROP,PGRO,14.17430019,145.2429962
Saipan International Airport,Saipan,Northern Mariana Islands,SPN,PGSN,15.119,145.729004
Andersen Air Force Base,Andersen,Guam,UAM,PGUA,13.584,144.929998
Antonio B. Won Pat International Airport,Agana,Guam,GUM,PGUM,13.48340034,144.7960052
Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ,PGWT,14.99919987,145.6190033
Marshall Islands International Airport,Majuro,Marshall Islands,MAJ,PKMJ,7.064760208,171.2720032
Dyess Army Air Field,Kwajalein,Marshall Islands,\N,PKRO,9.396889687,167.470993
Bucholz Army Air Field,Kwajalein,Marshall Islands,KWA,PKWA,8.72012043,167.7319946
Cassidy International Airport,Kiritimati,Kiribati,CXI,PLCH,1.98616004,-157.3500061
Henderson Field,Midway,Midway Islands,MDY,PMDY,28.20170021,-177.3809967
Chuuk International Airport,Chuuk,Micronesia,TKK,PTKK,7.461870193,151.8430023
Pohnpei International Airport,Pohnpei,Micronesia,PNI,PTPN,6.985099792,158.2089996
Babelthuap Airport,Babelthuap,Palau,ROR,PTRO,7.36731,134.544236
Kosrae International Airport,Kosrae,Micronesia,KSA,PTSA,5.35698,162.957993
Yap International Airport,Yap,Micronesia,YAP,PTYA,9.49891,138.082993
Kinmen Airport,Kinmen,Taiwan,KNH,RCBS,24.4279,118.359001
Pingtung South Airport,Pingtung,Taiwan,\N,RCDC,22.67239952,120.461998
Longtan Air Base,Longtang,Taiwan,\N,RCDI,24.85510063,121.237999
Taitung Airport,Fengnin,Taiwan,TTT,RCFN,22.75499916,121.1019974
Lyudao Airport,Green Island,Taiwan,GNI,RCGI,22.6739006,121.4660034
Kaohsiung International Airport,Kaohsiung,Taiwan,KHH,RCKH,22.57710075,120.3499985
Chiayi Airport,Chiayi,Taiwan,CYI,RCKU,23.46179962,120.3929977
Lanyu Airport,Lanyu,Taiwan,KYD,RCLY,22.02700043,121.5350037
Taichung Ching Chuang Kang Airport,Taichung,Taiwan,RMQ,RCMQ,24.26469994,120.6210022
Tainan Airport,Tainan,Taiwan,TNN,RCNN,22.9503994,120.2060013
Hsinchu Air Base,Hsinchu,Taiwan,HSZ,RCPO,24.81800079,120.939003
Makung Airport,Makung,Taiwan,MZG,RCQC,23.56870079,119.6279984
Chihhang Air Base,Taitung,Taiwan,\N,RCQS,22.79310036,121.1819992
Pingtung North Airport,Pingtung,Taiwan,PIF,RCSQ,22.70019913,120.4820023
Taipei Songshan Airport,Taipei,Taiwan,TSA,RCSS,25.06940079,121.552002
Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.0777,121.233002
Wang-an Airport,Wang An,Taiwan,WOT,RCWA,23.36737251,119.5027771
Hualien Airport,Hualien,Taiwan,HUN,RCYU,24.0230999,121.6179962
Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016
Matsumoto Airport,Matsumoto,Japan,MMJ,RJAF,36.16680145,137.9230042
Hyakuri Airport,Ibaraki,Japan,IBR,RJAH,36.18109894,140.4149933
Minami Torishima Airport,Minami Tori Shima,Japan,MUS,RJAM,24.28969955,153.9790039
Iwo Jima Airport,Iwojima,Japan,IWO,RJAW,24.7840004,141.322998
Nanki Shirahama Airport,Nanki-shirahama,Japan,SHM,RJBD,33.66220093,135.3639984
Kohnan Airport,Kohnan,Japan,\N,RJBK,34.59080124,133.9329987
Tokachi-Obihiro Airport,Obihiro,Japan,OBO,RJCB,42.73329926,143.2169952
New Chitose Airport,Sapporo,Japan,CTS,RJCC,42.77519989,141.6920013
Hakodate Airport,Hakodate,Japan,HKD,RJCH,41.77000046,140.8220062
Chitose Air Base,Chitose,Japan,\N,RJCJ,42.79449844,141.6660004
Memanbetsu Airport,Memanbetsu,Japan,MMB,RJCM,43.88059998,144.1640015
Nakashibetsu Airport,Nakashibetsu,Japan,SHB,RJCN,43.57749939,144.9600067
Tokachi Airport,Tokachi,Japan,\N,RJCT,42.89049911,143.1580048
Wakkanai Airport,Wakkanai,Japan,WKJ,RJCW,45.40420151,141.8009949
Iki Airport,Iki,Japan,IKI,RJDB,33.74900055,129.7850037
Yamaguchi Ube Airport,Yamaguchi,Japan,UBJ,RJDC,33.93000031,131.279007
Tsushima Airport,Tsushima,Japan,TSJ,RJDT,34.28490067,129.3309937
Monbetsu Airport,Monbetsu,Japan,MBE,RJEB,44.30390167,143.404007
Asahikawa Airport,Asahikawa,Japan,AKJ,RJEC,43.67079926,142.4470062
Okushiri Airport,Okushiri,Japan,OIR,RJEO,42.07170105,139.4329987
Rishiri Airport,Rishiri Island,Japan,RIS,RJER,45.24200058,141.1860046
Ashiya Airport,Ashiya,Japan,\N,RJFA,33.8830986,130.6529999
Yakushima Airport,Yakushima,Japan,KUM,RJFC,30.38559914,130.6589966
Fukue Airport,Fukue,Japan,FUJ,RJFE,32.66630173,128.8329926
Fukuoka Airport,Fukuoka,Japan,FUK,RJFF,33.58589935,130.451004
New Tanegashima Airport,Tanegashima,Japan,TNE,RJFG,30.60510063,130.9909973
Kagoshima Airport,Kagoshima,Japan,KOJ,RJFK,31.80340004,130.7189941
Miyazaki Airport,Miyazaki,Japan,KMI,RJFM,31.87719917,131.4490051
Nyutabaru Airport,Nyutabaru,Japan,\N,RJFN,32.08359909,131.451004
Oita Airport,Oita,Japan,OIT,RJFO,33.47940063,131.7369995
Kitakyūshū Airport,Kitakyushu,Japan,KKJ,RJFR,33.84590149,131.0350037
Kumamoto Airport,Kumamoto,Japan,KMJ,RJFT,32.83729935,130.8549957
Nagasaki Airport,Nagasaki,Japan,NGS,RJFU,32.91690063,129.9140015
Kanoya Airport,Kanoya,Japan,\N,RJFY,31.36759949,130.8450012
Tsuiki Air Field,Tsuiki,Japan,\N,RJFZ,33.68500137,131.0399933
Amami Airport,Amami,Japan,ASJ,RJKA,28.43059921,129.7129974
Okierabu Airport,Okierabu,Japan,OKE,RJKB,27.42550087,128.701004
Tokunoshima Airport,Tokunoshima,Japan,TKN,RJKN,27.83639908,128.8809967
Fukui Airport,Fukui,Japan,FKJ,RJNF,36.14279938,136.223999
Gifu Airport,Gifu,Japan,QGU,RJNG,35.39410019,136.8699951
Hamamatsu Airport,Hamamatsu,Japan,\N,RJNH,34.75019836,137.7030029
Komatsu Airport,Kanazawa,Japan,KMQ,RJNK,36.39459991,136.4069977
Oki Airport,Oki Island,Japan,OKI,RJNO,36.18109894,133.3249969
Toyama Airport,Toyama,Japan,TOY,RJNT,36.64830017,137.1880035
Shizuhama Airport,Yaizu,Japan,\N,RJNY,34.81280136,138.2980042
Hiroshima Airport,Hiroshima,Japan,HIJ,RJOA,34.43610001,132.9190063
Okayama Airport,Okayama,Japan,OKJ,RJOB,34.75690079,133.8549957
Izumo Airport,Izumo,Japan,IZO,RJOC,35.41360092,132.8899994
Hofu Airport,Hofu,Japan,\N,RJOF,34.03469849,131.548996
Miho Yonago Airport,Miho,Japan,YGJ,RJOH,35.49219894,133.2359924
Kōchi Ryōma Airport,Kochi,Japan,KCZ,RJOK,33.546101,133.669006
Matsuyama Airport,Matsuyama,Japan,MYJ,RJOM,33.82720184,132.6999969
Osaka International Airport,Osaka,Japan,ITM,RJOO,34.78549957,135.4380035
Tottori Airport,Tottori,Japan,TTJ,RJOR,35.53010178,134.1670074
Tokushima Airport/JMSDF Air Base,Tokushima,Japan,TKS,RJOS,34.132801,134.606995
Takamatsu Airport,Takamatsu,Japan,TAK,RJOT,34.21419907,134.0160065
Yao Airport,Osaka,Japan,\N,RJOY,34.59629822,135.6029968
Ozuki Airport,Ozuki,Japan,\N,RJOZ,34.04529953,131.052002
Aomori Airport,Aomori,Japan,AOJ,RJSA,40.73469925,140.6909943
Yamagata Airport,Yamagata,Japan,GAJ,RJSC,38.41189957,140.3710022
Sado Airport,Sado,Japan,SDS,RJSD,38.06019974,138.4140015
Hachinohe Airport,Hachinoe,Japan,HHE,RJSH,40.5564003,141.4660034
Hanamaki Airport,Hanamaki,Japan,HNA,RJSI,39.42860031,141.1349945
Akita Airport,Akita,Japan,AXT,RJSK,39.61560059,140.2189941
Misawa Air Base,Misawa,Japan,MSJ,RJSM,40.70320129,141.3679962
Sendai Airport,Sendai,Japan,SDJ,RJSS,38.13970184,140.9170074
Matsushima Air Base,Matsushima,Japan,\N,RJST,38.4048996,141.2200012
